id,topic,speaker_1_en,speaker_1_gujlish,speaker_2_en,speaker_2_gujlish
972,Trip to Goa / Weekend Plans,I can’t wait for this trip!,Hu aa trip mate excited chu!,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
1747,Old vs New Songs / Cricket Match,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
1449,Diwali Prep / Bollywood Movie,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.,That movie had great songs.,E movie ma khub sara gaana hata.
302,Ordering Food / Weather Changes,Is the pav bhaji spicy?,Pav bhaji tikhi che?,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
2019,Street vs Restaurant Food / Diwali Prep,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
2100,Friend's Wedding / Asking Directions,The food was really good!,Food toh khub j tasty hatu!,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
1961,Street vs Restaurant Food / Bollywood Movie,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,I liked the climax a lot.,Mane climax bau gamyu.
815,Cricket Match / Gym/Fitness,I missed the final over.,Hu last over joi na shakyo.,I feel healthier now.,Mane have healthy feel thay che.
1511,Diwali Prep / Old vs New Songs,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
1373,Delhi Traffic / Weather Changes,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
2261,Weather Changes / Trip to Goa,It’s so hot these days!,Aaje kalak ghanu garmi che!,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
483,Asking Directions / Delhi Traffic,How far is the airport from here?,Ahiya thi airport ketlu door che?,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
2583,Gym/Fitness / Old vs New Songs,I feel healthier now.,Mane have healthy feel thay che.,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
2407,Weather Changes / Asking Directions,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,How far is the airport from here?,Ahiya thi airport ketlu door che?
658,Cricket Match / Weather Changes,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,I love winter mornings.,Mane sheet rutu ni savar bau game.
596,Asking Directions / Old vs New Songs,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
1508,Diwali Prep / Diwali Prep,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
2197,Friend's Wedding / Weekend Plans,The wedding was well organized.,Lagna khub saro rite thai.,Do you want to watch a movie?,Movie jovani ichchha che tane?
1543,Diwali Prep / Cricket Match,Have you bought crackers?,Tame patakha laya?,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
55,Weekend Plans / Ordering Food,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,"Can I see the menu, please?",Menu joi shaku chu?
1221,Bollywood Movie / Gym/Fitness,Who was the director?,Director kon hatu?,I started yoga recently.,Hu have yoga sharu karyu che.
742,Cricket Match / Diwali Prep,India gave a strong performance!,India ye jabardast performance aapyu!,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
810,Cricket Match / Weather Changes,I missed the final over.,Hu last over joi na shakyo.,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
2304,Weather Changes / Asking Directions,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
2593,Gym/Fitness / Friend's Wedding,I feel healthier now.,Mane have healthy feel thay che.,They looked so happy together.,E loko khub j happy lagta hata.
161,Weekend Plans / Asking Directions,Do you want to watch a movie?,Movie jovani ichchha che tane?,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
1044,Bollywood Movie / Delhi Traffic,That movie had great songs.,E movie ma khub sara gaana hata.,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
735,Cricket Match / Bollywood Movie,India gave a strong performance!,India ye jabardast performance aapyu!,The acting was average though.,Acting thodi average hati.
282,Ordering Food / Delhi Traffic,Is the pav bhaji spicy?,Pav bhaji tikhi che?,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
995,Trip to Goa / Delhi Traffic,I can’t wait for this trip!,Hu aa trip mate excited chu!,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
2446,Weather Changes / Gym/Fitness,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,Weight training is tough!,Weight training to bau j hard che!
100,Weekend Plans / Gym/Fitness,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,Weight training is tough!,Weight training to bau j hard che!
2417,Weather Changes / Trip to Goa,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,I can’t wait for this trip!,Hu aa trip mate excited chu!
2235,Friend's Wedding / Friend's Wedding,The wedding was well organized.,Lagna khub saro rite thai.,The food was really good!,Food toh khub j tasty hatu!
2399,Weather Changes / Weekend Plans,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
235,Ordering Food / Diwali Prep,"Can I see the menu, please?",Menu joi shaku chu?,Diwali shopping is still pending.,Diwali shopping to baki j che.
1845,Street vs Restaurant Food / Asking Directions,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
1641,Old vs New Songs / Asking Directions,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
2474,Gym/Fitness / Delhi Traffic,I started yoga recently.,Hu have yoga sharu karyu che.,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
1965,Street vs Restaurant Food / Delhi Traffic,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
86,Weekend Plans / Old vs New Songs,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
2295,Weather Changes / Gym/Fitness,It’s so hot these days!,Aaje kalak ghanu garmi che!,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
867,Trip to Goa / Gym/Fitness,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
2272,Weather Changes / Delhi Traffic,It’s so hot these days!,Aaje kalak ghanu garmi che!,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
384,Ordering Food / Delhi Traffic,Do you serve cold coffee?,Tamare cold coffee male che?,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
2056,Friend's Wedding / Cricket Match,Did you see her wedding dress?,Tame eni wedding dress joi?,I missed the final over.,Hu last over joi na shakyo.
2622,Gym/Fitness / Bollywood Movie,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,That movie had great songs.,E movie ma khub sara gaana hata.
217,Ordering Food / Cricket Match,"Can I see the menu, please?",Menu joi shaku chu?,Was it a close game?,Game tight hatu ke easy?
1072,Bollywood Movie / Weekend Plans,The acting was average though.,Acting thodi average hati.,Are you free this Sunday?,Aa Ravivare tamne time che?
216,Ordering Food / Cricket Match,"Can I see the menu, please?",Menu joi shaku chu?,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
609,Asking Directions / Gym/Fitness,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,I started yoga recently.,Hu have yoga sharu karyu che.
1975,Street vs Restaurant Food / Street vs Restaurant Food,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
2510,Gym/Fitness / Asking Directions,Weight training is tough!,Weight training to bau j hard che!,Can you guide me to City Mall?,City Mall sudhi marg batavo?
1273,Delhi Traffic / Gym/Fitness,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,Weight training is tough!,Weight training to bau j hard che!
1598,Diwali Prep / Trip to Goa,Diwali shopping is still pending.,Diwali shopping to baki j che.,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
2151,Friend's Wedding / Asking Directions,They looked so happy together.,E loko khub j happy lagta hata.,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
1682,Old vs New Songs / Gym/Fitness,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,I feel healthier now.,Mane have healthy feel thay che.
1662,Old vs New Songs / Diwali Prep,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
628,Cricket Match / Trip to Goa,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
2470,Gym/Fitness / Bollywood Movie,I started yoga recently.,Hu have yoga sharu karyu che.,The acting was average though.,Acting thodi average hati.
2057,Friend's Wedding / Trip to Goa,Did you see her wedding dress?,Tame eni wedding dress joi?,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
2562,Gym/Fitness / Asking Directions,I feel healthier now.,Mane have healthy feel thay che.,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
2005,Street vs Restaurant Food / Cricket Match,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,I missed the final over.,Hu last over joi na shakyo.
1994,Street vs Restaurant Food / Ordering Food,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,"Can I see the menu, please?",Menu joi shaku chu?
1825,Old vs New Songs / Friend's Wedding,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,Did you see her wedding dress?,Tame eni wedding dress joi?
2025,Street vs Restaurant Food / Old vs New Songs,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
2527,Gym/Fitness / Delhi Traffic,Weight training is tough!,Weight training to bau j hard che!,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
81,Weekend Plans / Diwali Prep,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,Have you bought crackers?,Tame patakha laya?
2441,Weather Changes / Friend's Wedding,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,The wedding was well organized.,Lagna khub saro rite thai.
2094,Friend's Wedding / Weekend Plans,The food was really good!,Food toh khub j tasty hatu!,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
2090,Friend's Wedding / Gym/Fitness,Did you see her wedding dress?,Tame eni wedding dress joi?,I feel healthier now.,Mane have healthy feel thay che.
2170,Friend's Wedding / Delhi Traffic,They looked so happy together.,E loko khub j happy lagta hata.,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
1907,Street vs Restaurant Food / Trip to Goa,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,I can’t wait for this trip!,Hu aa trip mate excited chu!
104,Weekend Plans / Weekend Plans,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
486,Asking Directions / Delhi Traffic,How far is the airport from here?,Ahiya thi airport ketlu door che?,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
2616,Gym/Fitness / Cricket Match,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,India gave a strong performance!,India ye jabardast performance aapyu!
1108,Bollywood Movie / Street vs Restaurant Food,The acting was average though.,Acting thodi average hati.,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.
181,Weekend Plans / Diwali Prep,Do you want to watch a movie?,Movie jovani ichchha che tane?,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
2001,Street vs Restaurant Food / Asking Directions,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
2018,Street vs Restaurant Food / Diwali Prep,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
568,Asking Directions / Ordering Food,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,We’ll take two plates of dosa.,Ame be plate dosa levana che.
3,Weekend Plans / Weekend Plans,Are you free this Sunday?,Aa Ravivare tamne time che?,Do you want to watch a movie?,Movie jovani ichchha che tane?
2186,Friend's Wedding / Weather Changes,They looked so happy together.,E loko khub j happy lagta hata.,It’s so hot these days!,Aaje kalak ghanu garmi che!
2319,Weather Changes / Bollywood Movie,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Who was the director?,Director kon hatu?
558,Asking Directions / Gym/Fitness,Can you guide me to City Mall?,City Mall sudhi marg batavo?,I started yoga recently.,Hu have yoga sharu karyu che.
2469,Gym/Fitness / Bollywood Movie,I started yoga recently.,Hu have yoga sharu karyu che.,That movie had great songs.,E movie ma khub sara gaana hata.
696,Cricket Match / Old vs New Songs,Was it a close game?,Game tight hatu ke easy?,New songs have better beats.,Nava gaano ma beat saru hoy.
2542,Gym/Fitness / Friend's Wedding,Weight training is tough!,Weight training to bau j hard che!,They looked so happy together.,E loko khub j happy lagta hata.
2221,Friend's Wedding / Delhi Traffic,The wedding was well organized.,Lagna khub saro rite thai.,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
1663,Old vs New Songs / Diwali Prep,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,Have you bought crackers?,Tame patakha laya?
1855,Street vs Restaurant Food / Trip to Goa,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
1082,Bollywood Movie / Asking Directions,The acting was average though.,Acting thodi average hati.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
1393,Delhi Traffic / Cricket Match,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,I missed the final over.,Hu last over joi na shakyo.
1087,Bollywood Movie / Cricket Match,The acting was average though.,Acting thodi average hati.,I missed the final over.,Hu last over joi na shakyo.
368,Ordering Food / Asking Directions,Do you serve cold coffee?,Tamare cold coffee male che?,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
1614,Diwali Prep / Old vs New Songs,Diwali shopping is still pending.,Diwali shopping to baki j che.,New songs have better beats.,Nava gaano ma beat saru hoy.
1606,Diwali Prep / Delhi Traffic,Diwali shopping is still pending.,Diwali shopping to baki j che.,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
378,Ordering Food / Bollywood Movie,Do you serve cold coffee?,Tamare cold coffee male che?,The acting was average though.,Acting thodi average hati.
1555,Diwali Prep / Delhi Traffic,Have you bought crackers?,Tame patakha laya?,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
39,Weekend Plans / Street vs Restaurant Food,Are you free this Sunday?,Aa Ravivare tamne time che?,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
276,Ordering Food / Bollywood Movie,Is the pav bhaji spicy?,Pav bhaji tikhi che?,The acting was average though.,Acting thodi average hati.
666,Cricket Match / Weekend Plans,Was it a close game?,Game tight hatu ke easy?,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
1081,Bollywood Movie / Asking Directions,The acting was average though.,Acting thodi average hati.,How far is the airport from here?,Ahiya thi airport ketlu door che?
2133,Friend's Wedding / Friend's Wedding,The food was really good!,Food toh khub j tasty hatu!,They looked so happy together.,E loko khub j happy lagta hata.
1424,Delhi Traffic / Weather Changes,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
814,Cricket Match / Gym/Fitness,I missed the final over.,Hu last over joi na shakyo.,Weight training is tough!,Weight training to bau j hard che!
479,Asking Directions / Bollywood Movie,How far is the airport from here?,Ahiya thi airport ketlu door che?,That movie had great songs.,E movie ma khub sara gaana hata.
1361,Delhi Traffic / Old vs New Songs,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
457,Asking Directions / Gym/Fitness,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,Weight training is tough!,Weight training to bau j hard che!
1249,Delhi Traffic / Delhi Traffic,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2447,Weather Changes / Gym/Fitness,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,I feel healthier now.,Mane have healthy feel thay che.
238,Ordering Food / Old vs New Songs,"Can I see the menu, please?",Menu joi shaku chu?,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
750,Cricket Match / Street vs Restaurant Food,India gave a strong performance!,India ye jabardast performance aapyu!,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
2244,Friend's Wedding / Gym/Fitness,The wedding was well organized.,Lagna khub saro rite thai.,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
347,Ordering Food / Friend's Wedding,We’ll take two plates of dosa.,Ame be plate dosa levana che.,The food was really good!,Food toh khub j tasty hatu!
261,Ordering Food / Ordering Food,Is the pav bhaji spicy?,Pav bhaji tikhi che?,We’ll take two plates of dosa.,Ame be plate dosa levana che.
399,Ordering Food / Friend's Wedding,Do you serve cold coffee?,Tamare cold coffee male che?,They looked so happy together.,E loko khub j happy lagta hata.
1298,Delhi Traffic / Bollywood Movie,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,I liked the climax a lot.,Mane climax bau gamyu.
2309,Weather Changes / Cricket Match,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Was it a close game?,Game tight hatu ke easy?
590,Asking Directions / Diwali Prep,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
1807,Old vs New Songs / Bollywood Movie,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,The acting was average though.,Acting thodi average hati.
438,Asking Directions / Diwali Prep,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,Have you bought crackers?,Tame patakha laya?
1369,Delhi Traffic / Friend's Wedding,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,The wedding was well organized.,Lagna khub saro rite thai.
237,Ordering Food / Old vs New Songs,"Can I see the menu, please?",Menu joi shaku chu?,New songs have better beats.,Nava gaano ma beat saru hoy.
727,Cricket Match / Cricket Match,India gave a strong performance!,India ye jabardast performance aapyu!,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
741,Cricket Match / Delhi Traffic,India gave a strong performance!,India ye jabardast performance aapyu!,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
1480,Diwali Prep / Weekend Plans,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,Are you free this Sunday?,Aa Ravivare tamne time che?
156,Weekend Plans / Weekend Plans,Do you want to watch a movie?,Movie jovani ichchha che tane?,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
868,Trip to Goa / Weekend Plans,We should try water sports!,Aapde water sports try karva joie!,Are you free this Sunday?,Aa Ravivare tamne time che?
192,Weekend Plans / Street vs Restaurant Food,Do you want to watch a movie?,Movie jovani ichchha che tane?,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
656,Cricket Match / Weather Changes,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,It’s so hot these days!,Aaje kalak ghanu garmi che!
8,Weekend Plans / Asking Directions,Are you free this Sunday?,Aa Ravivare tamne time che?,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
97,Weekend Plans / Weather Changes,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,I love winter mornings.,Mane sheet rutu ni savar bau game.
2256,Weather Changes / Asking Directions,It’s so hot these days!,Aaje kalak ghanu garmi che!,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
268,Ordering Food / Cricket Match,Is the pav bhaji spicy?,Pav bhaji tikhi che?,Was it a close game?,Game tight hatu ke easy?
738,Cricket Match / Delhi Traffic,India gave a strong performance!,India ye jabardast performance aapyu!,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
130,Weekend Plans / Diwali Prep,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
211,Ordering Food / Ordering Food,"Can I see the menu, please?",Menu joi shaku chu?,Do you serve cold coffee?,Tamare cold coffee male che?
1660,Old vs New Songs / Delhi Traffic,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
52,Weekend Plans / Weekend Plans,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.,Are you free this Sunday?,Aa Ravivare tamne time che?
1544,Diwali Prep / Cricket Match,Have you bought crackers?,Tame patakha laya?,Was it a close game?,Game tight hatu ke easy?
2280,Weather Changes / Old vs New Songs,It’s so hot these days!,Aaje kalak ghanu garmi che!,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
1335,Delhi Traffic / Asking Directions,It’s better to use metro.,Metro vapravu kharekhar sari idea che.,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
2331,Weather Changes / Old vs New Songs,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
524,Asking Directions / Cricket Match,Can you guide me to City Mall?,City Mall sudhi marg batavo?,India gave a strong performance!,India ye jabardast performance aapyu!
1012,Trip to Goa / Friend's Wedding,I can’t wait for this trip!,Hu aa trip mate excited chu!,The wedding was well organized.,Lagna khub saro rite thai.
1479,Diwali Prep / Gym/Fitness,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
45,Weekend Plans / Weather Changes,Are you free this Sunday?,Aa Ravivare tamne time che?,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
470,Asking Directions / Asking Directions,How far is the airport from here?,Ahiya thi airport ketlu door che?,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
2464,Gym/Fitness / Cricket Match,I started yoga recently.,Hu have yoga sharu karyu che.,I missed the final over.,Hu last over joi na shakyo.
588,Asking Directions / Delhi Traffic,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
1793,Old vs New Songs / Ordering Food,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,Do you serve cold coffee?,Tamare cold coffee male che?
1749,Old vs New Songs / Cricket Match,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,India gave a strong performance!,India ye jabardast performance aapyu!
110,Weekend Plans / Asking Directions,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
454,Asking Directions / Weather Changes,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,I love winter mornings.,Mane sheet rutu ni savar bau game.
1585,Diwali Prep / Weekend Plans,Diwali shopping is still pending.,Diwali shopping to baki j che.,Do you want to watch a movie?,Movie jovani ichchha che tane?
2238,Friend's Wedding / Weather Changes,The wedding was well organized.,Lagna khub saro rite thai.,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
968,Trip to Goa / Gym/Fitness,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,I feel healthier now.,Mane have healthy feel thay che.
1885,Street vs Restaurant Food / Gym/Fitness,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!,Weight training is tough!,Weight training to bau j hard che!
1616,Diwali Prep / Old vs New Songs,Diwali shopping is still pending.,Diwali shopping to baki j che.,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
582,Asking Directions / Bollywood Movie,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,The acting was average though.,Acting thodi average hati.
251,Ordering Food / Weather Changes,"Can I see the menu, please?",Menu joi shaku chu?,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
2306,Weather Changes / Asking Directions,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
1031,Bollywood Movie / Asking Directions,That movie had great songs.,E movie ma khub sara gaana hata.,Can you guide me to City Mall?,City Mall sudhi marg batavo?
1167,Bollywood Movie / Weather Changes,I liked the climax a lot.,Mane climax bau gamyu.,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
912,Trip to Goa / Weather Changes,We should try water sports!,Aapde water sports try karva joie!,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
1289,Delhi Traffic / Cricket Match,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,Was it a close game?,Game tight hatu ke easy?
2206,Friend's Wedding / Cricket Match,The wedding was well organized.,Lagna khub saro rite thai.,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
2521,Gym/Fitness / Bollywood Movie,Weight training is tough!,Weight training to bau j hard che!,The acting was average though.,Acting thodi average hati.
395,Ordering Food / Street vs Restaurant Food,Do you serve cold coffee?,Tamare cold coffee male che?,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
669,Cricket Match / Ordering Food,Was it a close game?,Game tight hatu ke easy?,Is the pav bhaji spicy?,Pav bhaji tikhi che?
1316,Delhi Traffic / Friend's Wedding,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,The food was really good!,Food toh khub j tasty hatu!
1996,Street vs Restaurant Food / Ordering Food,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,We’ll take two plates of dosa.,Ame be plate dosa levana che.
1546,Diwali Prep / Cricket Match,Have you bought crackers?,Tame patakha laya?,I missed the final over.,Hu last over joi na shakyo.
1608,Diwali Prep / Delhi Traffic,Diwali shopping is still pending.,Diwali shopping to baki j che.,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
352,Ordering Food / Weather Changes,We’ll take two plates of dosa.,Ame be plate dosa levana che.,I love winter mornings.,Mane sheet rutu ni savar bau game.
1514,Diwali Prep / Old vs New Songs,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
382,Ordering Food / Delhi Traffic,Do you serve cold coffee?,Tamare cold coffee male che?,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
2108,Friend's Wedding / Trip to Goa,The food was really good!,Food toh khub j tasty hatu!,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
2552,Gym/Fitness / Weekend Plans,I feel healthier now.,Mane have healthy feel thay che.,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
263,Ordering Food / Asking Directions,Is the pav bhaji spicy?,Pav bhaji tikhi che?,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
1136,Bollywood Movie / Cricket Match,I liked the climax a lot.,Mane climax bau gamyu.,Was it a close game?,Game tight hatu ke easy?
1597,Diwali Prep / Cricket Match,Diwali shopping is still pending.,Diwali shopping to baki j che.,I missed the final over.,Hu last over joi na shakyo.
1017,Trip to Goa / Gym/Fitness,I can’t wait for this trip!,Hu aa trip mate excited chu!,I started yoga recently.,Hu have yoga sharu karyu che.
533,Asking Directions / Bollywood Movie,Can you guide me to City Mall?,City Mall sudhi marg batavo?,Who was the director?,Director kon hatu?
1323,Delhi Traffic / Gym/Fitness,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,I started yoga recently.,Hu have yoga sharu karyu che.
2104,Friend's Wedding / Cricket Match,The food was really good!,Food toh khub j tasty hatu!,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
1642,Old vs New Songs / Asking Directions,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,How far is the airport from here?,Ahiya thi airport ketlu door che?
1673,Old vs New Songs / Friend's Wedding,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,The food was really good!,Food toh khub j tasty hatu!
