id,topic,english,gujlish,weather_change_0_313
fitness_gym_0_161,Sharing fitness and gym experiences,Me too! Zumba sessions are so fun.,Mane pan! Zumba sessions maja ni hoy chhe.,
fitness_gym_0_162,Sharing fitness and gym experiences,Dancing and working out combined!,Dance ane workout ek sath!,
fitness_gym_0_163,Sharing fitness and gym experiences,Do you track your calories?,Tame calories pan track karo cho?,
fitness_gym_0_164,Sharing fitness and gym experiences,"Yes, helps me stay on point.","Haan, focus rehva madad kare chhe.",
fitness_gym_0_165,Sharing fitness and gym experiences,Which app do you use?,Koni app vapro cho?,
fitness_gym_0_166,Sharing fitness and gym experiences,"MyFitnessPal, very user-friendly.","MyFitnessPal, easy to use chhe.",
fitness_gym_0_167,Sharing fitness and gym experiences,"I should check it out, thanks!","Mane pan check karvu chhe, thanks!",
fitness_gym_0_168,Sharing fitness and gym experiences,No problem! How’s your diet going?,Koi vaat nathi! Tamaru diet kem chhe?,
fitness_gym_0_169,Sharing fitness and gym experiences,Trying to cut down on sugar.,Sugar ochhu karva prayatna kari rahi chu.,
fitness_gym_0_170,Sharing fitness and gym experiences,Good move! Sugar is the sneaky enemy.,Saras! Sugar sneaky enemy chhe.,
fitness_gym_0_171,Sharing fitness and gym experiences,What’s your cheat meal?,Tamaru cheat meal shu chhe?,
fitness_gym_0_172,Sharing fitness and gym experiences,"Pizza, hands down!","Pizza, koi doubt nathi!",
fitness_gym_0_173,Sharing fitness and gym experiences,"Same here, pizza lover gang!","Same here, pizza lover group!",
fitness_gym_0_174,Sharing fitness and gym experiences,We should have a cheat day together.,Ek divas cheat day saath manavi joiye.,
fitness_gym_0_175,Sharing fitness and gym experiences,Deal! Guilt-free pizza feast.,Deal! Guilt-free pizza khavanu maja aavse.,
fitness_gym_0_176,Sharing fitness and gym experiences,"Haha, best motivation to stay on track.","Haha, best motivation chhe.",
fitness_gym_0_177,Sharing fitness and gym experiences,Ever injured yourself while working out?,Workout karta injury thai chhe?,
fitness_gym_0_178,Sharing fitness and gym experiences,"Once, twisted my ankle. Took a week off.","Ek vaar ankle twist thai gayu, ek hafta rest lidho.",
fitness_gym_0_179,Sharing fitness and gym experiences,Ouch! That must’ve hurt a lot.,Ouch! Khub dard thayo hase.,
fitness_gym_0_180,Sharing fitness and gym experiences,"Yeah, but rest helped a lot.","Haan, rest thi farak padi gayo.",
fitness_gym_0_181,Sharing fitness and gym experiences,Do you warm up before workouts?,Workout pehla warm-up karo cho?,
fitness_gym_0_182,Sharing fitness and gym experiences,Always! Prevents injuries.,Hamesha! Injury thava thi rokay chhe.,
fitness_gym_0_183,Sharing fitness and gym experiences,What’s your favorite warm-up routine?,Tamaru favorite warm-up shu chhe?,
fitness_gym_0_184,Sharing fitness and gym experiences,Jump rope and some dynamic stretches.,Jump rope ane dynamic stretches karu chu.,
fitness_gym_0_185,Sharing fitness and gym experiences,Nice! I prefer light jogging.,Saras! Hu light jogging karu chu.,
fitness_gym_0_186,Sharing fitness and gym experiences,"Cardio or weights, what do you prefer?","Cardio ke weights, shu game chhe?",
fitness_gym_0_187,Sharing fitness and gym experiences,"Weights mostly, to build strength.","Weights game chhe, strength mate.",
fitness_gym_0_188,Sharing fitness and gym experiences,I love cardio for endurance.,Hu cardio game chu endurance mate.,
fitness_gym_0_189,Sharing fitness and gym experiences,Do you do any yoga?,Tame yoga pan karo cho?,
fitness_gym_0_190,Sharing fitness and gym experiences,"Yes, yoga keeps me flexible and calm.","Haan, yoga thi flexibility ane calm male chhe.",
fitness_gym_0_191,Sharing fitness and gym experiences,I should start yoga too!,Mane pan yoga start karvu joiye!,
fitness_gym_0_192,Sharing fitness and gym experiences,"You won’t regret it, trust me.","Tame regret nahi karso, trust karo.",
fitness_gym_0_193,Sharing fitness and gym experiences,Let’s swap workout tips sometime.,Koi vaar workout tips exchange kariye.,
fitness_gym_0_194,Sharing fitness and gym experiences,"Absolutely, learning is fun!","Bilkul, learning maja ni chhe.",
fitness_gym_0_195,Sharing fitness and gym experiences,Have you ever done a fitness challenge?,Tame fitness challenge try karyo chhe?,
fitness_gym_0_196,Sharing fitness and gym experiences,"Yes, 30-day plank challenge last year.","Haan, last year 30 divas plank challenge karyu.",
fitness_gym_0_197,Sharing fitness and gym experiences,How was it? Tough or fun?,Kem hatu? Tough ke fun?,
fitness_gym_0_198,Sharing fitness and gym experiences,Both! I felt stronger after it.,Dono! Tyanthi strong lage chhu.,
fitness_gym_0_199,Sharing fitness and gym experiences,"That’s inspiring, I want to try it too.","Inspiring chhe, hu pan try karvu chu.",
fitness_gym_0_200,Sharing fitness and gym experiences,"Let me know when you start, I’ll join you!","Jare start karo, mane kahjo, hu saathe join thais.",
fitness_gym_0_201,Sharing fitness and gym experiences,What’s your go-to post-workout meal?,Workout pachi tamaru favourite meal shu chhe?,
fitness_gym_0_202,Sharing fitness and gym experiences,Protein shake with banana always does the trick.,Protein shake ane banana hamesha best chhe.,
fitness_gym_0_203,Sharing fitness and gym experiences,Nice! I usually go for paneer and veggies.,Saras! Hu to paneer ane veggies khavu chu.,
fitness_gym_0_204,Sharing fitness and gym experiences,Do you stretch after your workouts?,Workout pachi stretch karo cho?,
fitness_gym_0_205,Sharing fitness and gym experiences,"Always, helps muscle recovery.","Hamesha, muscles ne recover karva madad kare chhe.",
fitness_gym_0_206,Sharing fitness and gym experiences,What’s your favorite stretch?,Tamaru favorite stretch shu chhe?,
fitness_gym_0_207,Sharing fitness and gym experiences,"Hamstring stretch, it really relaxes me.","Hamstring stretch, mane khub relax kare chhe.",
fitness_gym_0_208,Sharing fitness and gym experiences,Do you ever get gym anxiety?,Tame kadach gym ma anxious feel karo cho?,
fitness_gym_0_209,Sharing fitness and gym experiences,"Sometimes, especially when gym is crowded.","Koi vaar, jem jare gym crowded hoy.",
fitness_gym_0_210,Sharing fitness and gym experiences,"I feel you, but pushing through helps.","Samji sakun chu, pan push karvu important chhe.",
fitness_gym_0_211,Sharing fitness and gym experiences,Do you prefer morning or evening workouts?,Tame morning ke evening workout prefer karo cho?,
fitness_gym_0_212,Sharing fitness and gym experiences,"Morning for sure, feels refreshing.","Morning chhe, refresh feel thay chhe.",
fitness_gym_0_213,Sharing fitness and gym experiences,"Evenings are good for me, less rush.","Mane to evenings game chhe, gym ma kam rush hoy chhe.",
fitness_gym_0_214,Sharing fitness and gym experiences,Have you tried intermittent fasting?,Tame intermittent fasting try karyu chhe?,
fitness_gym_0_215,Sharing fitness and gym experiences,"Yes, it helped me shed fat faster.","Haan, thi fat ochhu thayo.",
fitness_gym_0_216,Sharing fitness and gym experiences,I’m curious but a bit scared to try.,Hu curious chu pan thodu dar lage chhe.,
fitness_gym_0_217,Sharing fitness and gym experiences,"Start slow, it’s manageable.","Dheere dheere start karo, easy chhe.",
fitness_gym_0_218,Sharing fitness and gym experiences,Do you take supplements?,Tame supplements lecho?,
fitness_gym_0_219,Sharing fitness and gym experiences,Just protein and multivitamins.,Protein ane multivitamins levu chu.,
fitness_gym_0_220,Sharing fitness and gym experiences,"Good choices, natural is best.","Saras choice, natural best chhe.",
fitness_gym_0_221,Sharing fitness and gym experiences,How do you handle rest days?,Rest days kem manage karo cho?,
fitness_gym_0_222,Sharing fitness and gym experiences,I relax and do light stretching.,Relax thai ne light stretching karu chu.,
fitness_gym_0_223,Sharing fitness and gym experiences,"Me too, rest is recovery time.","Hu pan, rest recovery mate chhe.",
fitness_gym_0_224,Sharing fitness and gym experiences,What’s your gym playlist like?,Tamaru gym playlist kem chhe?,
fitness_gym_0_225,Sharing fitness and gym experiences,Mostly upbeat pop and some EDM.,Mostly upbeat pop ane EDM.,
fitness_gym_0_226,Sharing fitness and gym experiences,EDM pumps me up for sure.,EDM mane pump kare chhe.,
fitness_gym_0_227,Sharing fitness and gym experiences,Do you track your progress?,Tame progress track karo cho?,
fitness_gym_0_228,Sharing fitness and gym experiences,"Yes, weekly weigh-ins and photos.","Haan, weekly weigh-ins ane photos.",
fitness_gym_0_229,Sharing fitness and gym experiences,Photos are motivating to see change.,Photos thi change dekhavi ne motivation male chhe.,
fitness_gym_0_230,Sharing fitness and gym experiences,Do you prefer solo workouts or a gym buddy?,Tame solo workout karo ke gym buddy saathe?,
fitness_gym_0_231,Sharing fitness and gym experiences,Gym buddy makes it more fun.,Gym buddy thi maja avi jay chhe.,
fitness_gym_0_232,Sharing fitness and gym experiences,"True, they keep you accountable.","Sachu, accountability male chhe.",
fitness_gym_0_233,Sharing fitness and gym experiences,What’s your favorite muscle group to train?,Tamaru favorite muscle group shu chhe?,
fitness_gym_0_234,Sharing fitness and gym experiences,Chest and arms for me.,Chest ane arms game chhe.,
fitness_gym_0_235,Sharing fitness and gym experiences,"I like working on legs, feels powerful.","Hu legs game chu, power feel thay chhe.",
fitness_gym_0_236,Sharing fitness and gym experiences,Do you follow a workout routine or freestyle?,Workout routine follow karo ke freestyle?,
fitness_gym_0_237,Sharing fitness and gym experiences,"Routine mostly, for consistency.","Routine chalu chhe, consistency mate.",
fitness_gym_0_238,Sharing fitness and gym experiences,Sometimes I freestyle when energy is high.,Koi vaar freestyle pan karto chu.,
fitness_gym_0_239,Sharing fitness and gym experiences,How do you stay motivated on tough days?,Tough divas ma motivation kem male?,
fitness_gym_0_240,Sharing fitness and gym experiences,I remind myself of my goals.,Goals yaad kari ne push karu chu.,
fitness_gym_0_241,Sharing fitness and gym experiences,"Good mindset, bro!","Saras mindset chhe, bro!",
fitness_gym_0_242,Sharing fitness and gym experiences,Thanks! What about you?,Thanks! Tame kem?,
fitness_gym_0_243,Sharing fitness and gym experiences,I watch motivational videos sometimes.,Koi vaar motivational videos joye chu.,
fitness_gym_0_244,Sharing fitness and gym experiences,Those really boost the energy.,Te energy ne boost kare chhe.,
fitness_gym_0_245,Sharing fitness and gym experiences,Have you tried any group classes?,Tame group classes try karyi chhe?,
fitness_gym_0_246,Sharing fitness and gym experiences,"Yes, Zumba and spinning, so fun!","Haan, Zumba ane spinning maja ni chhe.",
fitness_gym_0_247,Sharing fitness and gym experiences,I want to join Zumba next time.,Hu next time Zumba join karvu chhu.,
fitness_gym_0_248,Sharing fitness and gym experiences,Let’s go together!,Chalo saathe jaiye!,
fitness_gym_0_249,Sharing fitness and gym experiences,"Sounds like a plan, bro!","Saras plan chhe, bro!",
fitness_gym_0_250,Sharing fitness and gym experiences,"Alright, time to hit the gym again tomorrow.","Chalo, kal fer thi gym jaiye.",
fitness_gym_0_251,Sharing fitness and gym experiences,How do you stay hydrated during intense workouts?,Intense workout doraan tame kem hydrated raho cho?,
fitness_gym_0_252,Sharing fitness and gym experiences,I carry a big water bottle and sip often.,Maro mota water bottle hoy ane baar baar piyu chu.,
fitness_gym_0_253,Sharing fitness and gym experiences,Ever tried coconut water post workout?,Workout pachi coconut water try karyu chhe?,
fitness_gym_0_254,Sharing fitness and gym experiences,"Yes, it’s super refreshing and full of electrolytes.","Haan, khub refreshing ane electrolytes thi bharpur.",
fitness_gym_0_255,Sharing fitness and gym experiences,What’s your favorite cardio exercise?,Tamaru favorite cardio exercise shu chhe?,
fitness_gym_0_256,Sharing fitness and gym experiences,"Running on the treadmill, keeps my heart pumping.","Treadmill upar daudvu, heart ne pump kare chhe.",
fitness_gym_0_257,Sharing fitness and gym experiences,"I prefer cycling, feels less boring.","Hu cycling game chu, boring pan nathi.",
fitness_gym_0_258,Sharing fitness and gym experiences,Do you track calories burned?,Calories burned track karo cho?,
fitness_gym_0_259,Sharing fitness and gym experiences,"Yeah, using a fitness app on my phone.","Haan, phone ni fitness app thi.",
fitness_gym_0_260,Sharing fitness and gym experiences,Apps make it easier to stay on track.,Apps thi tracking easy thai jaye chhe.,
fitness_gym_0_261,Sharing fitness and gym experiences,Ever had any injuries while training?,Training doraan injury thayi chhe?,
fitness_gym_0_262,Sharing fitness and gym experiences,Once sprained my ankle during running.,Ek vaar running doraan ankle sprain thayu.,
fitness_gym_0_263,Sharing fitness and gym experiences,That sounds painful! How long did it take to recover?,Kharaab hatu! Ketlo time recovery ma lagyu?,
fitness_gym_0_264,Sharing fitness and gym experiences,"About a month, had to rest completely.","Ek mahino, total rest levu padu.",
fitness_gym_0_265,Sharing fitness and gym experiences,Do you warm up before every session?,Tame pratyek session pehla warm up karo cho?,
fitness_gym_0_266,Sharing fitness and gym experiences,"Always, it prevents injuries and boosts performance.","Hamesha, injuries rokva ane performance vadhaadva.",
fitness_gym_0_267,Sharing fitness and gym experiences,What’s your warm-up routine like?,Tamaru warm-up routine kem chhe?,
fitness_gym_0_268,Sharing fitness and gym experiences,Light jogging followed by dynamic stretches.,Light jogging ane dynamic stretches.,
fitness_gym_0_269,Sharing fitness and gym experiences,Do you track your sleep to improve recovery?,Recovery mate sleep track karo cho?,
fitness_gym_0_270,Sharing fitness and gym experiences,"Yes, at least 7-8 hours every night.","Haan, roj 7-8 kalak.",
fitness_gym_0_271,Sharing fitness and gym experiences,Sleep is the ultimate muscle builder.,Sleep best muscle builder chhe.,
fitness_gym_0_272,Sharing fitness and gym experiences,Ever tried yoga as a recovery tool?,Recovery mate yoga try karyu chhe?,
fitness_gym_0_273,Sharing fitness and gym experiences,"Yes, it helps with flexibility and relaxation.","Haan, flexibility ane relaxation ma madad kare chhe.",
fitness_gym_0_274,Sharing fitness and gym experiences,"I should try yoga sometime, sounds beneficial.",Mane pan yoga try karvu joiye.,
fitness_gym_0_275,Sharing fitness and gym experiences,What’s your gym attire like?,Tamaru gym outfit kem chhe?,
fitness_gym_0_276,Sharing fitness and gym experiences,Comfortable tees and shorts mostly.,Comfortable tees ane shorts.,
fitness_gym_0_277,Sharing fitness and gym experiences,I prefer tank tops for better movement.,"Hu tank tops game chu, movement mate.",
fitness_gym_0_278,Sharing fitness and gym experiences,Do you use any gym gadgets or tech?,Tame gym ma koi gadgets vapro cho?,
fitness_gym_0_279,Sharing fitness and gym experiences,Smartwatch and wireless earbuds.,Smartwatch ane wireless earbuds.,
fitness_gym_0_280,Sharing fitness and gym experiences,Those keep me motivated and track progress.,Te motivation aape chhe ane progress track kare chhe.,
fitness_gym_0_281,Sharing fitness and gym experiences,Ever tried a personal trainer?,Personal trainer try karyo chhe?,
fitness_gym_0_282,Sharing fitness and gym experiences,"Once for a month, helped improve my form.","Ek mahina mate, form improve thayu.",
fitness_gym_0_283,Sharing fitness and gym experiences,Form is everything to avoid injuries.,Form important chhe injury nathi thava mate.,
fitness_gym_0_284,Sharing fitness and gym experiences,Do you prefer free weights or machines?,Free weights ke machines game chhe?,
fitness_gym_0_285,Sharing fitness and gym experiences,"Free weights, because they engage more muscles.","Free weights, vadhu muscles engaged thaye.",
fitness_gym_0_286,Sharing fitness and gym experiences,Machines are good for beginners though.,Machines beginners mate saras chhe.,
fitness_gym_0_287,Sharing fitness and gym experiences,How often do you change your workout routine?,Workout routine ketli vaar change karo cho.,
fitness_gym_0_288,Sharing fitness and gym experiences,Every 4-6 weeks to avoid plateaus.,Pratyek 4-6 hafta ma change karu chu.,
fitness_gym_0_289,Sharing fitness and gym experiences,"Nice, keeps the body guessing!","Saras, body ne guess karavta rakhe chhe!",
fitness_gym_0_290,Sharing fitness and gym experiences,Do you listen to podcasts while working out?,Workout doraan podcasts sambhlo cho?,
fitness_gym_0_291,Sharing fitness and gym experiences,Sometimes! Fitness or motivation ones.,Koi vaar! Fitness ke motivation wala.,
fitness_gym_0_292,Sharing fitness and gym experiences,Do you feel confident after gym?,Gym pachi confidence feel karo cho?,
fitness_gym_0_293,Sharing fitness and gym experiences,Absolutely! Feels like I can conquer the world.,Bilkul! Duniya jeeti saku evi feeling ave.,
fitness_gym_0_294,Sharing fitness and gym experiences,"Same here, gym is a therapy for me.",Same! Gym mara mate ek therapy chhe.,
fitness_gym_0_295,Sharing fitness and gym experiences,What time do you usually hit the gym?,Tame kya time gym jao cho mostly?,
fitness_gym_0_296,Sharing fitness and gym experiences,"Early mornings, the vibe is unmatched.","Savare savare, vibe alagaj hoy chhe.",
fitness_gym_0_297,Sharing fitness and gym experiences,"I go post-college, helps me de-stress.","College pachi jau chu, stress release thaye chhe.",
fitness_gym_0_298,Sharing fitness and gym experiences,Night workouts have a different peace.,Raat na workouts ni shanti alagaj hoy chhe.,
fitness_gym_0_299,Sharing fitness and gym experiences,True! As long as we stay consistent.,Sachu! Consistent rahiye etle kaam thay chhe.,
fitness_gym_0_300,Sharing fitness and gym experiences,Consistency is the king of gains.,Consistency j gain no raja chhe.,
fitness_gym_0_301,Sharing fitness and gym experiences,Do you ever feel like skipping the gym?,Kyaarey gym skip karva nu mann thay chhe?,
fitness_gym_0_302,Sharing fitness and gym experiences,"Sometimes, but then I remind myself why I started.","Koi vaar, pan pachhi mane yaad ave ke shaa mate sharu karyu.",
fitness_gym_0_303,Sharing fitness and gym experiences,That’s the spirit! Discipline beats motivation.,Ae j josh! Discipline motivation karta powerful chhe.,
fitness_gym_0_304,Sharing fitness and gym experiences,What’s your go-to protein source?,Tamaru favourite protein source shu chhe?,
fitness_gym_0_305,Sharing fitness and gym experiences,Soya chunks and protein shakes mostly.,Mostly soya chunks ane protein shake.,
fitness_gym_0_306,Sharing fitness and gym experiences,I add paneer and tofu for variety.,Hu variety mate paneer ane tofu pan add karu chu.,
fitness_gym_0_307,Sharing fitness and gym experiences,You meal prep your diet?,Tame diet mate meal prep karo cho?,
fitness_gym_0_308,Sharing fitness and gym experiences,"Every Sunday, I plan my whole week.","Roj Sunday, pura hafta ni planning karu chu.",
fitness_gym_0_309,Sharing fitness and gym experiences,"That’s smart! Less decisions, more discipline.","Saras chhe! Ocha decisions, vadhare discipline.",
fitness_gym_0_310,Sharing fitness and gym experiences,What motivates you to stay fit?,Tane fit rahva mate motivation shu chhe?,
fitness_gym_0_311,Sharing fitness and gym experiences,To be my best version every day.,Roj mara best version banva mate.,
fitness_gym_0_312,Sharing fitness and gym experiences,Ever inspired someone to start working out?,Koi ne inspire karyo chhe workout sharu karva?,
fitness_gym_0_313,Sharing fitness and gym experiences,Yes! My cousin joined after seeing my progress.,Haan! Mara progress joyine mara cousin join karyo.,
fitness_gym_0_314,Sharing fitness and gym experiences,"You’re a walking motivation, man!",Tame toh chalta motivation chho re bhai!,
fitness_gym_0_315,Sharing fitness and gym experiences,Thanks! It feels great to lift others up too.,Thank you! Bija ne upar uthavavu pan bhan sarkhu lage chhe.,
fitness_gym_0_316,Sharing fitness and gym experiences,Ever participated in any fitness challenges?,Koi fitness challenge ma bhag lidho chhe?,
fitness_gym_0_317,Sharing fitness and gym experiences,"Yes, a 30-day plank challenge!","Haan, 30 divas no plank challenge lidho.",
fitness_gym_0_318,Sharing fitness and gym experiences,Plank is pure pain but pure gains!,Plank to pain chhe pan gain pan!,
fitness_gym_0_319,Sharing fitness and gym experiences,How do you balance college and gym?,College ane gym kem balance karo cho?,
fitness_gym_0_320,Sharing fitness and gym experiences,Early mornings are my secret weapon.,Savarna gym j mara secret weapon chhe.,
fitness_gym_0_321,Sharing fitness and gym experiences,Discipline early morning means control whole day.,Savarna discipline etle pura divas par control.,
fitness_gym_0_322,Sharing fitness and gym experiences,Ever felt like gym is your second home?,Gym biju ghar lage chhe kyaarey?,
fitness_gym_0_323,Sharing fitness and gym experiences,"Every single day bro, my comfort zone.","Roj bro, gym j comfort zone chhe.",
fitness_gym_0_324,Sharing fitness and gym experiences,Best conversations happen over dumbbells!,Best vaat to dumbbells vachche thaye chhe!,
fitness_gym_0_325,Sharing fitness and gym experiences,Do you believe in fitness soulmates?,Tane fitness soulmate upar belief chhe?,
fitness_gym_0_326,Sharing fitness and gym experiences,"Maybe you’re mine, gym partner forever?","Shayad tu j che, gym partner forever?",
fitness_gym_0_327,Sharing fitness and gym experiences,"Haha I’ll spot you, you lift me.","Haha hu tane spot karu, tu mane lift kar!",
fitness_gym_0_328,Sharing fitness and gym experiences,"Deal! Together we rise, together we rep.","Deal! Bane male ucha chhiye, rep karie joye!",
fitness_gym_0_329,Sharing fitness and gym experiences,Our fitness bond stronger than protein powder.,Aapdu fitness bond toh protein karta pan strong!,
fitness_gym_0_330,Sharing fitness and gym experiences,We don’t skip leg day or feelings.,"Leg day na feelings, banne skip na karie!",
fitness_gym_0_331,Sharing fitness and gym experiences,Real strength is lifting each other.,Khari strength etle ek bijane lift karvu.,
fitness_gym_0_332,Sharing fitness and gym experiences,You make cardio feel like a dance.,Tane joye toh cardio pan dance lage!,
fitness_gym_0_333,Sharing fitness and gym experiences,Only because you’re my rhythm.,Karank tu j to mari rhythm chhe.,
fitness_gym_0_334,Sharing fitness and gym experiences,Let’s stay fit and flirty forever!,"Fit ane flirty, always together!",
fitness_gym_0_335,Sharing fitness and gym experiences,Here’s to forever reps and rest days.,Cheers to infinite reps ane chill rest days!,
fitness_gym_0_336,Sharing fitness and gym experiences,Our love language? Supersets and stretches.,Love language? Supersets ane stretches j chhe!,
fitness_gym_0_337,Sharing fitness and gym experiences,Gym crush turned gym love!,Gym crush thi gym love sudhi!,
fitness_gym_0_338,Sharing fitness and gym experiences,Let’s keep flexing and flirting.,"Flex pan karie, flirt pan karie!",
fitness_gym_0_339,Sharing fitness and gym experiences,I’ll never ghost you on leg day.,Leg day ma hu toh pakka avish!,
fitness_gym_0_340,Sharing fitness and gym experiences,And I’ll always be your spotter in life.,Ane hu toh hamesha tari life ni spotter rehish!,
fitness_gym_0_341,Sharing fitness and gym experiences,Cheers to dumbbells and deep convos!,Cheers to dumbbells ane deep vaat!,
fitness_gym_0_342,Sharing fitness and gym experiences,"Muscles grow, so does our bond.","Muscle vade chhe, aapdu bond pan!",
fitness_gym_0_343,Sharing fitness and gym experiences,"We’re gym goals, no cap.",Aapde toh gym goals chhiye boss!,
fitness_gym_0_344,Sharing fitness and gym experiences,"Fit together, forever together.","Fit pan saath, forever pan saath!",
fitness_gym_0_345,Sharing fitness and gym experiences,"Lift heavy, love harder.","Weight pan motu, love pan khub!",
fitness_gym_0_346,Sharing fitness and gym experiences,You’re the pump in my heart.,Tuj j chhe mane heart pump karave!,
fitness_gym_0_347,Sharing fitness and gym experiences,"Without you, gym is just weights.","Tane vina, gym toh blank lage!",
fitness_gym_0_348,Sharing fitness and gym experiences,"Together, we’re the perfect workout mix.","Aapde banne, ek perfect workout combo chhiye!",
fitness_gym_0_349,Sharing fitness and gym experiences,You’re my favorite gym session.,Tame j maara favourite gym session chho!,
fitness_gym_0_350,Sharing fitness and gym experiences,From gym partners to life partners?,Gym partner thi life partner banie?,
weather_change_0_1,Talking about changes in weather,"Hey, have you noticed how suddenly it got chilly?","Oye, tune to dekha ke achanak thandi kem thai gayi?",
weather_change_0_2,Talking about changes in weather,"Yes, yesterday it was hot, but today I had to wear a sweater.","Haa yaar, kal sudhi to garmi hati, aaje to sweater pehervu padi gaya.",
weather_change_0_3,Talking about changes in weather,This kind of weather always makes me want to stay in bed.,Aa mausam thay te mane bed ma rehva man kare chhe.,
weather_change_0_4,Talking about changes in weather,"Same here, a warm cup of tea sounds perfect right now.","Mane pan, garam chai no glass khub perfect lage chhe aa vakhte.",
weather_change_0_5,Talking about changes in weather,Did you hear the rain last night? It was amazing.,Tune kal raat ni varsad ni awaaz suni? Ekdam maja avi gayi.,
weather_change_0_6,Talking about changes in weather,Yes! I love how rain smells after it stops.,Haa! Varsad pachhi mitti ni gandh to kamaal lage chhe.,
weather_change_0_7,Talking about changes in weather,Do you like the cool breeze during this season?,Tane aa mausam ma thandi hawa game chhe ke nahi?,
weather_change_0_8,Talking about changes in weather,"I love it, it feels so fresh and relaxing.","Mane khub game chhe, ekdam fresh ane relaxed feel thay chhe.",
weather_change_0_9,Talking about changes in weather,"Sometimes, the fog in the morning makes everything look magical.","Savare je dhund thai chhe, te badhu ekdam magical lage chhe.",
weather_change_0_10,Talking about changes in weather,True! It feels like the whole city is in a dream.,Sachi vaat chhe! Puray city ek sapna j lagti hoy.,
weather_change_0_11,Talking about changes in weather,"But sometimes, the cold wind can be too much.",Pan kai vakhat thandi hawa thodu vadhu lagti hoy chhe.,
weather_change_0_12,Talking about changes in weather,"Yeah, that’s why I always carry my jacket.","Haa, ae mate to hu hammesha jacket lai ne jaun chhu.",
weather_change_0_13,Talking about changes in weather,I’m glad the sun is out today; it’s not too cold now.,"Aaje suraj chhe, te vadhu thandu nahi lagey.",
weather_change_0_14,Talking about changes in weather,"Yes, the sun makes a big difference in this weather.","Haa, suraj thi mausam bahu farak pade chhe.",
weather_change_0_15,Talking about changes in weather,I wish it would rain again soon.,Mane pan ichchha chhe ke jaldi varsad ave.,
weather_change_0_16,Talking about changes in weather,"Same here, the rain makes everything so fresh.","Mane pan, varsad thi badhu navi navi lage chhe.",
weather_change_0_17,Talking about changes in weather,Do you like walking in the rain?,Tane varsad ma walk karvu game chhe?,
weather_change_0_18,Talking about changes in weather,"Yes, but only if I have an umbrella.","Haa, pan umbrella hoy to j.",
weather_change_0_19,Talking about changes in weather,I prefer sitting inside and watching the rain.,Hu to ghar ni andar bai ne varsad joyu gamu chhu.,
weather_change_0_20,Talking about changes in weather,That sounds cozy! I love those moments.,"Wow, khub cozy lage chhe! Mane pan game chhe ae moments.",
weather_change_0_21,Talking about changes in weather,"Sometimes, the temperature drops so fast it surprises me.",Kai vakhat temperature etlu jaldi ochhu thai jai ke surprise thai jai.,
weather_change_0_22,Talking about changes in weather,"Exactly! Like one moment it’s hot, and the next it’s freezing.",Bilkul! Ek minute to garmi lage ane bijo minute thandi.,
weather_change_0_23,Talking about changes in weather,That’s why I love layering my clothes.,Ae mate mane layering karvu game chhe.,
weather_change_0_24,Talking about changes in weather,"Same here, layers keep me comfortable all day.",Mane pan layers sathe din bhar comfortable rehvu game chhe.,
weather_change_0_25,Talking about changes in weather,Have you noticed how the leaves change color this season?,Tane dekha ke a mausam ma patta kem rang badle chhe?,
weather_change_0_26,Talking about changes in weather,"Yes, it looks so beautiful, like nature’s own art.","Haa, khub sundar lage chhe, prakruti ni art j.",
weather_change_0_27,Talking about changes in weather,"I love this time of year, it feels very peaceful.","Mane aa time khub game chhe, ekdam shant ane peaceful lage chhe.",
weather_change_0_28,Talking about changes in weather,"Me too, it’s perfect for long evening walks.","Mane pan, long evening walk mate perfect chhe aa mausam.",
weather_change_0_29,Talking about changes in weather,Have you started preparing for the colder nights?,Tame cold night mate tayari kari?,
weather_change_0_30,Talking about changes in weather,"Yes, I bought a new blanket and some warm socks.","Haa, navi kambal ane garam socks pan lai liya.",
weather_change_0_31,Talking about changes in weather,Good idea! I still need to get a heater.,Saras vichar! Mane heater lai levu chhe aj sudhi.,
weather_change_0_32,Talking about changes in weather,"Be careful though, heaters can make the air dry.","Pan heater vaparva ma dhyan rakhi, hawa sukhi thai jai chhe.",
weather_change_0_33,Talking about changes in weather,Thanks for the tip! I’ll keep a humidifier handy.,Tip mate thanks! Hu humidifier pan lai rakhis.,
weather_change_0_34,Talking about changes in weather,I noticed the mornings are getting foggier too.,Mane pan lagyu chhe ke savar no fog vadhi gayo chhe.,
weather_change_0_35,Talking about changes in weather,"Yes, it makes driving a bit challenging sometimes.","Haa, kai vakhat driving thodi tricky thai jai chhe fog thi.",
weather_change_0_36,Talking about changes in weather,I always take extra care while driving in fog.,Hu pan fog ma drive karta extra cautious rahu chhu.,
weather_change_0_37,Talking about changes in weather,"Good, safety first!","Saru chhe, safety first j hoy.",
weather_change_0_38,Talking about changes in weather,Do you feel like the days are getting shorter too?,Tane pan lage chhe ke divaso ochha thaya chhe?,
weather_change_0_39,Talking about changes in weather,"Yes, it gets dark earlier and earlier.","Haa, rat jaldi andharo thai jai chhe.",
weather_change_0_40,Talking about changes in weather,I miss the long summer evenings already.,Mane to long summer evenings ni vadhu yaad aave chhe.,
weather_change_0_41,Talking about changes in weather,"Me too, those evenings were perfect for hanging out.","Mane pan, ae evenings toh perfect hatu mazedar time mate.",
