turn_id,topic,speaker,gujlish,english
1564,Talking about a recent cricket match,Priya,That's the Indian cricket fan for you! Passionate and expressive. It's wonderful to see.,That's the Indian cricket fan for you! Passionate and expressive. It's wonderful to see.
1565,Talking about a recent cricket match,Arjun,"Chal, have next match ni rah jovaani. Hopefully, it will be another cracker of a game.","Okay, now let's wait for the next match. Hopefully, it will be another cracker of a game."
1566,Talking about a recent cricket match,Priya,"Fingers crossed. Pan je pan result hoy, we should always support our team. Ups and downs are part of sports.","Fingers crossed. But whatever the result, we should always support our team. Ups and downs are part of sports."
1567,Talking about a recent cricket match,Arjun,"Ekdam sachi vat, Priya. True fans stick with the team through thick and thin.","Absolutely true, Priya. True fans stick with the team through thick and thin."
1568,Talking about a recent cricket match,Priya,"Well said. Now, I really need to get back to work. This cricket discussion was a good break though.","Well said. Now, I really need to get back to work. This cricket discussion was a good break though."
1569,Talking about a recent cricket match,Arjun,"Ha, mane pan. Cricket is the best stress buster sometimes! Chal, talk to you later.","Yes, me too. Cricket is the best stress buster sometimes! Okay, talk to you later."
1570,Planning a trip to Goa,Arjun,"Priya, bau time thi kyaય farva nathi gaya. Goa no plan banaviye?","Priya, we haven't gone anywhere for a long time. Shall we make a plan for Goa?"
1571,Planning a trip to Goa,Priya,"Goa! That sounds amazing, Arjun. Mane pan beach par relax karvanu man che. Which month would be good?","Goa! That sounds amazing, Arjun. I also feel like relaxing on the beach. Which month would be good?"
1572,Planning a trip to Goa,Arjun,"October to February best time kevay che Goa mate. Weather pleasant hoy che, na bau garmi na bau thandi.","October to February is said to be the best time for Goa. The weather is pleasant, not too hot, not too cold."
1573,Planning a trip to Goa,Priya,"Okay, so we can aim for November or December. We'll need to book flights and accommodation in advance, as it's peak season.","Okay, so we can aim for November or December. We'll need to book flights and accommodation in advance, as it's peak season."
1574,Planning a trip to Goa,Arjun,"Ha, e to che. North Goa ma rahiye ke South Goa ma? North is more happening, South is quieter.","Yes, that's true. Should we stay in North Goa or South Goa? North is more happening, South is quieter."
1575,Planning a trip to Goa,Priya,"Hmm, for our first proper Goa trip, maybe a mix? Thoda divas North Goa for parties and activities, pachi South Goa for relaxation.","Hmm, for our first proper Goa trip, maybe a mix? A few days in North Goa for parties and activities, then South Goa for relaxation."
1576,Planning a trip to Goa,Arjun,"Mast idea! Budget pan set karvo padshe. Flights, stay, food, activities – badhu count karvu padshe.","Great idea! We'll also have to set a budget. Flights, stay, food, activities – we'll have to count everything."
1577,Planning a trip to Goa,Priya,"Right. We can look for some good package deals, or book everything separately if that's cheaper. Research karvu padshe.","Right. We can look for some good package deals, or book everything separately if that's cheaper. We'll have to do some research."
1578,Planning a trip to Goa,Arjun,"Accommodation ma hotels, resorts, ke pachi beach shacks? Shacks no experience alag j hoy che.","For accommodation, hotels, resorts, or beach shacks? The experience of shacks is very different."
1579,Planning a trip to Goa,Priya,Beach shacks sound fun for a couple of nights! Pan proper hotel ma thodi comfort and security vadhare male.,Beach shacks sound fun for a couple of nights! But a proper hotel offers more comfort and security.
1580,Planning a trip to Goa,Arjun,"True. Activities ma shu karishu? Water sports to compulsory che – parasailing, jet ski!","True. What about activities? Water sports are compulsory – parasailing, jet ski!"
1581,Planning a trip to Goa,Priya,"Yes, water sports for sure. And maybe scuba diving? I've always wanted to try that. South Goa ma options sara che.","Yes, water sports for sure. And maybe scuba diving? I've always wanted to try that. South Goa has good options."
1582,Planning a trip to Goa,Arjun,Scuba diving! Bau adventurous thashe. Training levi padshe eni mate.,Scuba diving! That will be very adventurous. We'll have to take training for that.
1583,Planning a trip to Goa,Priya,"They usually have introductory dives for beginners. We can check that. Apart from beaches, Old Goa na churches pan famous che.","They usually have introductory dives for beginners. We can check that. Apart from beaches, the churches of Old Goa are also famous."
1584,Planning a trip to Goa,Arjun,"Ha, Old Goa sight-seeing ma rakhvu joiye. Historical importance che eni.","Yes, Old Goa should be included in sightseeing. It has historical importance."
1585,Planning a trip to Goa,Priya,"And what about renting a scooter to explore? It's quite common in Goa, and gives more freedom.","And what about renting a scooter to explore? It's quite common in Goa, and gives more freedom."
1586,Planning a trip to Goa,Arjun,Scooter no idea best che! Apni રીતે kyay pan jai shakay. Helmet compulsory pehervu padshe.,The scooter idea is the best! We can go anywhere on our own. Wearing a helmet will be compulsory.
1587,Planning a trip to Goa,Priya,"Of course, safety first. We should also pack light, beachwear, sunscreen, hats, sunglasses – essentials.","Of course, safety first. We should also pack light, beachwear, sunscreen, hats, sunglasses – essentials."
1588,Planning a trip to Goa,Arjun,"Ane Goan food! Seafood to try karvuj padshe. Prawn curry, fish fry... My mouth is watering already!","And Goan food! We must try seafood. Prawn curry, fish fry... My mouth is watering already!"
1589,Planning a trip to Goa,Priya,"Haha! For vegetarians like me, they have good options too. Goan veg xacuti, mushroom vindaloo. I've heard they are delicious.","Haha! For vegetarians like me, they have good options too. Goan veg xacuti, mushroom vindaloo. I've heard they are delicious."
1590,Planning a trip to Goa,Arjun,Nightlife in North Goa pan explore karvi che. Tito's Lane and all. Bau sambhalyu che ena vishe.,We should also explore the nightlife in North Goa. Tito's Lane and all. I've heard a lot about it.
1591,Planning a trip to Goa,Priya,"Yes, we can check out some clubs. Pan responsible rehvu padshe. Safety is important, especially at night.","Yes, we can check out some clubs. But we'll have to be responsible. Safety is important, especially at night."
1592,Planning a trip to Goa,Arjun,"Ekdam. Apne group ma j rehsu and known places par j jaisu. Travel mate, flights are the quickest option from here.","Exactly. We'll stay in a group and only go to known places. For travel, flights are the quickest option from here."
1593,Planning a trip to Goa,Priya,"Yes, train journey would be too long. We should start looking for flight deals soon. Prices increase closer to the date.","Yes, a train journey would be too long. We should start looking for flight deals soon. Prices increase closer to the date."
1594,Planning a trip to Goa,Arjun,Hu flight comparison websites check karish. Ane tu accommodation options joi le. Ketla divas no plan banaviye? 5 days?,I'll check flight comparison websites. And you look into accommodation options. How many days should we plan for? 5 days?
1595,Planning a trip to Goa,Priya,"5 days should be good to cover both North and South Goa comfortably without rushing. Maybe 3 nights North, 2 nights South?","5 days should be good to cover both North and South Goa comfortably without rushing. Maybe 3 nights North, 2 nights South?"
1596,Planning a trip to Goa,Arjun,Sounds perfect. South Goa ma Palolem or Agonda beach sara kevay che for quiet stay.,"Sounds perfect. In South Goa, Palolem or Agonda beach are said to be good for a quiet stay."
1597,Planning a trip to Goa,Priya,"I'll check them out. And for North Goa, Baga or Calangute are popular, but maybe a bit crowded. Anjuna or Vagator could be alternatives.","I'll check them out. And for North Goa, Baga or Calangute are popular, but maybe a bit crowded. Anjuna or Vagator could be alternatives."
1598,Planning a trip to Goa,Arjun,"Anjuna no flea market pan famous che. Wednesday e hoy che, I think. Jo time hoy to visit karay.","Anjuna's flea market is also famous. It's on Wednesdays, I think. If we have time, we can visit."
1599,Planning a trip to Goa,Priya,"Oh yes, I've heard about it. Lots of quirky stuff and souvenirs. We should plan our itinerary accordingly.","Oh yes, I've heard about it. Lots of quirky stuff and souvenirs. We should plan our itinerary accordingly."
1600,Planning a trip to Goa,Arjun,"Dudhsagar Falls pan ek option che, pan e thodu inland che. Ek full day trip thai jay.","Dudhsagar Falls is also an option, but it's a bit inland. It becomes a full day trip."
1601,Planning a trip to Goa,Priya,Maybe we can skip Dudhsagar for this trip if we are short on time. Focus more on beaches and coastal Goa experience.,Maybe we can skip Dudhsagar for this trip if we are short on time. Focus more on beaches and coastal Goa experience.
1602,Planning a trip to Goa,Arjun,Saru che. Bau badhu pack karvathi pachi hectic thai jay. Relax karva jaiye chiye.,That's good. Packing too much makes it hectic. We are going to relax.
1603,Planning a trip to Goa,Priya,Exactly. A good balance of activities and leisure time is important. I'm already excited thinking about it!,Exactly. A good balance of activities and leisure time is important. I'm already excited thinking about it!
1604,Planning a trip to Goa,Arjun,"Mane pan! Goa trip will be epic! Chalo, research start karie from today itself.","Me too! The Goa trip will be epic! Come, let's start the research from today itself."
1605,Planning a trip to Goa,Priya,Okay. I'll look up some travel blogs and vlogs for recommendations on stays and hidden gems.,Okay. I'll look up some travel blogs and vlogs for recommendations on stays and hidden gems.
1606,Planning a trip to Goa,Arjun,Ane hu flight and package deals check karish. Budget roughly ketlo rakhie per person?,And I'll check flight and package deals. Roughly how much budget should we keep per person?
1607,Planning a trip to Goa,Priya,"For 5 days, including flights, stay, food and some activities, maybe around 25-30k per person? We need to be realistic for peak season.","For 5 days, including flights, stay, food and some activities, maybe around 25-30k per person? We need to be realistic for peak season."
1608,Planning a trip to Goa,Arjun,"Ha, etlo to ganvo padshe. Thoda extra pan rakhva padshe for miscellaneous expenses and shopping.","Yes, we'll have to consider that much. We'll also have to keep some extra for miscellaneous expenses and shopping."
1609,Planning a trip to Goa,Priya,"Right. So, task division: I'll research stay options in North (Anjuna/Vagator) and South (Palolem/Agonda) and local transport.","Right. So, task division: I'll research stay options in North (Anjuna/Vagator) and South (Palolem/Agonda) and local transport."
1610,Planning a trip to Goa,Arjun,And I'll find best flight deals for November/December and look into water sports packages and their costs.,And I'll find best flight deals for November/December and look into water sports packages and their costs.
1611,Planning a trip to Goa,Priya,Sounds good. We can connect in a couple of days with our findings and then start booking.,Sounds good. We can connect in a couple of days with our findings and then start booking.
1612,Planning a trip to Goa,Arjun,Perfect! Aa Goa trip to finally thai rahi che! Bau time thi plan karvanu vicharta hata.,Perfect! This Goa trip is finally happening! We were thinking of planning it for a long time.
1613,Planning a trip to Goa,Priya,I know! It's high time we took a proper vacation. I'm already dreaming of sunsets on the beach.,I know! It's high time we took a proper vacation. I'm already dreaming of sunsets on the beach.
1614,Planning a trip to Goa,Arjun,Ane fresh seafood by the beach! With a cold beer! Bliss!,And fresh seafood by the beach! With a cold beer! Bliss!
1615,Planning a trip to Goa,Priya,"Haha! Don't forget to carry a good camera, Arjun. Goa is very picturesque.","Haha! Don't forget to carry a good camera, Arjun. Goa is very picturesque."
1616,Planning a trip to Goa,Arjun,Of course! My DSLR is ready. We'll take tons of photos and videos. Memories banavishu.,Of course! My DSLR is ready. We'll take tons of photos and videos. We'll make memories.
1617,Planning a trip to Goa,Priya,Great. We should also inform our offices about our leave plans once dates are finalized.,Great. We should also inform our offices about our leave plans once dates are finalized.
1618,Planning a trip to Goa,Arjun,"Ha, leaves approve karavi padshe. Peak season che etle thodu advance ma inform karvu saru.","Yes, we'll have to get leaves approved. Since it's peak season, it's better to inform a bit in advance."
1619,Planning a trip to Goa,Priya,"Okay, so let's get started with our respective tasks. Goa, here we come!","Okay, so let's get started with our respective tasks. Goa, here we come!"
1620,Planning a trip to Goa,Arjun,Woohoo! This is going to be an unforgettable trip. I can already feel the Goan vibes!,Woohoo! This is going to be an unforgettable trip. I can already feel the Goan vibes!
1621,Planning a trip to Goa,Priya,"Let's make a shared document for all the planning, bookings, and itinerary details. Easy to track thai jashe.","Let's make a shared document for all the planning, bookings, and itinerary details. It will be easy to track."
1622,Planning a trip to Goa,Arjun,"Excellent idea, Priya! Tu practical planning ma best che. Hu Google Doc banavi ne share karish.","Excellent idea, Priya! You are the best in practical planning. I'll create a Google Doc and share it."
1623,Planning a trip to Goa,Priya,"Thanks, Arjun. Teamwork thi badhu saras thai jase. I'll also look for some offbeat places if possible, to avoid too much crowd.","Thanks, Arjun. With teamwork, everything will be great. I'll also look for some offbeat places if possible, to avoid too much crowd."
1624,Planning a trip to Goa,Arjun,"Ha, e saru rehse. Thodi shanti vali jagya pan joiye. Butterfly Beach nu sambhalyu che? South Goa ma che.","Yes, that would be good. We also need some peaceful places. Have you heard of Butterfly Beach? It's in South Goa."
1625,Planning a trip to Goa,Priya,"Oh, yes! It's known for being secluded and beautiful. But I think you have to reach there by boat or a short trek.","Oh, yes! It's known for being secluded and beautiful. But I think you have to reach there by boat or a short trek."
1626,Planning a trip to Goa,Arjun,Jo possible hoy to definite try karishu. Adventure thodu vadhare.,"If it's possible, we'll definitely try. A bit more adventure."
1627,Planning a trip to Goa,Priya,"We can add it to the list of potential places to visit. Pan first, flights and main accommodation book karvu important che.","We can add it to the list of potential places to visit. But first, booking flights and main accommodation is important."
1628,Planning a trip to Goa,Arjun,Ekdam. Main chijo pehla sort out kari laiye. Baki nu micro-planning pachi.,Exactly. Let's sort out the main things first. The rest of the micro-planning later.
1629,Planning a trip to Goa,Priya,"Agreed. This is exciting! Finally, a proper break after so long.","Agreed. This is exciting! Finally, a proper break after so long."
1630,Planning a trip to Goa,Arjun,Mane to already Goa na sapna aavva mandya! Sandy beaches and blue water!,I'm already dreaming of Goa! Sandy beaches and blue water!
1631,Planning a trip to Goa,Priya,"Haha, control Arjun! Pehla planning, pachi sapna. Let's focus on getting good deals.","Haha, control Arjun! First planning, then dreams. Let's focus on getting good deals."
1632,Planning a trip to Goa,Arjun,"Right, right. My bad. Chal, I'm starting my flight research right away.","Right, right. My bad. Okay, I'm starting my flight research right away."
1633,Planning a trip to Goa,Priya,Me too with the hotels. Let's aim to finalize bookings within this week if possible.,Me too with the hotels. Let's aim to finalize bookings within this week if possible.
1634,Planning a trip to Goa,Arjun,Done deal. This Goa trip is officially ON!,Done deal. This Goa trip is officially ON!
1635,Planning a trip to Goa,Priya,"Yes! Time for some sun, sand, and sea! I'll also check for any travel advisories or local guidelines for Goa.","Yes! Time for some sun, sand, and sea! I'll also check for any travel advisories or local guidelines for Goa."
1636,Planning a trip to Goa,Arjun,Good point. Being informed is always better. Especially post-pandemic travel ma.,Good point. Being informed is always better. Especially in post-pandemic travel.
1637,Planning a trip to Goa,Priya,"Exactly. We need to be responsible tourists. Keep our documents, like ID proofs, handy.","Exactly. We need to be responsible tourists. Keep our documents, like ID proofs, handy."
1638,Planning a trip to Goa,Arjun,"Ha, e badhu to basic che. Travel insurance nu pan joi laishu, just in case.","Yes, all that is basic. We'll also look into travel insurance, just in case."
1639,Planning a trip to Goa,Priya,That's a smart idea. A small premium for peace of mind. Especially for adventurous activities.,That's a smart idea. A small premium for peace of mind. Especially for adventurous activities.
1640,Planning a trip to Goa,Arjun,"Barobar. Chal, all set for planning mode. Goa, wait for us!","Correct. Okay, all set for planning mode. Goa, wait for us!"
1641,Planning a trip to Goa,Priya,This conversation itself has made me feel like I'm halfway there!,This conversation itself has made me feel like I'm halfway there!
1642,Planning a trip to Goa,Arjun,Same here! The anticipation is building up! Let's make this the best trip ever.,Same here! The anticipation is building up! Let's make this the best trip ever.
1643,Planning a trip to Goa,Priya,"With good planning and a positive attitude, I'm sure it will be. Chalo, kaam par lagiye!","With good planning and a positive attitude, I'm sure it will be. Okay, let's get to work!"
1644,Planning a trip to Goa,Arjun,Okay Priya! Talk to you soon with flight updates!,Okay Priya! Talk to you soon with flight updates!
1645,Planning a trip to Goa,Priya,And I'll have some hotel options ready. This is going to be fun planning too!,And I'll have some hotel options ready. This is going to be fun planning too!
1646,Planning a trip to Goa,Arjun,"Definitely! Har part of the trip should be enjoyable, even the planning phase!","Definitely! Every part of the trip should be enjoyable, even the planning phase!"
1647,Planning a trip to Goa,Priya,"So true. It builds up the excitement. Bye for now, Arjun!","So true. It builds up the excitement. Bye for now, Arjun!"
1648,Planning a trip to Goa,Arjun,Bye Priya! Dream of Goan beaches!,Bye Priya! Dream of Goan beaches!
1649,Planning a trip to Goa,Arjun,"Priya, flight options check karya, November end ma decent deals mali rahi che. Indigo and SpiceJet have good timings.","Priya, I checked flight options, there are decent deals available for late November. Indigo and SpiceJet have good timings."
1650,Planning a trip to Goa,Priya,That's great! I found some nice boutique hotels in Anjuna and a few peaceful guesthouses in Palolem. Reviews pan sara che.,That's great! I found some nice boutique hotels in Anjuna and a few peaceful guesthouses in Palolem. The reviews are also good.
1651,Planning a trip to Goa,Arjun,Boutique hotel sounds interesting for North Goa. Thodo different experience malse from typical resorts. Photos share karje.,A boutique hotel sounds interesting for North Goa. We'll get a slightly different experience from typical resorts. Share the photos.
1652,Planning a trip to Goa,Priya,"Sure, I'll send you the links. They have a very Goan-Portuguese architectural style. And Palolem ma guesthouses are right near the beach.","Sure, I'll send you the links. They have a very Goan-Portuguese architectural style. And in Palolem, the guesthouses are right near the beach."
1653,Planning a trip to Goa,Arjun,Near the beach to best che South Goa mate. Morning ma uthi ne sidha beach par walk. Heaven!,Near the beach is best for South Goa. Wake up in the morning and straight to the beach for a walk. Heaven!
1654,Planning a trip to Goa,Priya,What about the scooter rental? Should we pre-book that or rent it after reaching there?,What about the scooter rental? Should we pre-book that or rent it after reaching there?
1655,Planning a trip to Goa,Arjun,I think scooter to tya jai ne j rent karvo saru. We can check the condition of the vehicle properly. Bargain pan thai shake.,I think it's better to rent a scooter after reaching there. We can check the condition of the vehicle properly. We can also bargain.
1656,Planning a trip to Goa,Priya,"Good point. We'll need to carry our driving licenses, of course. And check for helmet quality too.","Good point. We'll need to carry our driving licenses, of course. And check for helmet quality too."
1657,Planning a trip to Goa,Arjun,"Ha, safety first. And shopping mate, North Goa ma Mapusa market famous che ne for local stuff?","Yes, safety first. And for shopping, Mapusa market in North Goa is famous for local stuff, right?"
1658,Planning a trip to Goa,Priya,"Yes, Mapusa Friday Market is well-known for spices, Goan sausages (for you!), cashews, and local handicrafts.","Yes, Mapusa Friday Market is well-known for spices, Goan sausages (for you!), cashews, and local handicrafts."
1659,Planning a trip to Goa,Arjun,Cashews to laavva j padshe! Ane thoda Goan masalas pan for my mom. She loves experimenting in kitchen.,We must bring cashews! And some Goan masalas too for my mom. She loves experimenting in the kitchen.
1660,Planning a trip to Goa,Priya,"We should also try Bebinca, the traditional Goan dessert. I've heard it's very rich and delicious.","We should also try Bebinca, the traditional Goan dessert. I've heard it's very rich and delicious."
1661,Planning a trip to Goa,Arjun,"Bebinca! Ha, e to list ma che. Ane local Feni try karvanu man che, pan thodi carefully.","Bebinca! Yes, that's on the list. And I want to try local Feni, but a bit carefully."
1662,Planning a trip to Goa,Priya,Definitely carefully! It's quite potent. Maybe just a small tasting. Our main focus should be on enjoying the beaches and culture.,Definitely carefully! It's quite potent. Maybe just a small tasting. Our main focus should be on enjoying the beaches and culture.
1663,Planning a trip to Goa,Arjun,Of course. Kai specific shacks recommend kare che bloggers for good seafood in North Goa?,Of course. Do bloggers recommend any specific shacks for good seafood in North Goa?
1664,Planning a trip to Goa,Priya,"Yes, Curlies and Shiva Valley in Anjuna are iconic, though they can be crowded. Britto's in Baga is also famous for seafood.","Yes, Curlies and Shiva Valley in Anjuna are iconic, though they can be crowded. Britto's in Baga is also famous for seafood."
1665,Planning a trip to Goa,Arjun,Britto's nu naam bau sambhalyu che. We should try their prawn curry or fish recheado.,I've heard a lot about Britto's. We should try their prawn curry or fish recheado.
1666,Planning a trip to Goa,Priya,"Sounds delicious. For South Goa, the shacks in Palolem are known for a more laid-back vibe and fresh catches of the day.","Sounds delicious. For South Goa, the shacks in Palolem are known for a more laid-back vibe and fresh catches of the day."
1667,Planning a trip to Goa,Arjun,"Perfect. Toh ek detailed day-wise itinerary banavishu once bookings are done. Kay divase North, kay divase South.","Perfect. So we'll make a detailed day-wise itinerary once bookings are done. Which day North, which day South."
1668,Planning a trip to Goa,Priya,"Yes, a flexible itinerary, of course. We don't want to rush too much. Thodo time spontaneous exploration mate pan rakhvo.","Yes, a flexible itinerary, of course. We don't want to rush too much. We should also keep some time for spontaneous exploration."
1669,Planning a trip to Goa,Arjun,Ekdam. Goa is all about that 'susegad' Goan feeling – relaxed and unhurried. Apne e j vibe ma rehsu.,Exactly. Goa is all about that 'susegad' Goan feeling – relaxed and unhurried. We'll stay in that vibe.
1670,Planning a trip to Goa,Priya,Couldn't agree more. This trip is shaping up to be exactly what we need. A proper escape.,Couldn't agree more. This trip is shaping up to be exactly what we need. A proper escape.
1671,Planning a trip to Goa,Arjun,"Chal, to flight tickets book karu? November 25th to 30th, 5 nights/6 days. Okay che?","Okay, so shall I book the flight tickets? November 25th to 30th, 5 nights/6 days. Is that okay?"
1672,Planning a trip to Goa,Priya,"Dates sound good. Let me just quickly check my calendar for any prior commitments. Yes, all clear! Go ahead and book.","Dates sound good. Let me just quickly check my calendar for any prior commitments. Yes, all clear! Go ahead and book."
1673,Planning a trip to Goa,Arjun,"Booking done! Goa, here we come! Excitement level is sky high!","Booking done! Goa, here we come! Excitement level is sky high!"
1674,Planning a trip to Goa,Priya,Woohoo! I'll finalize the hotel bookings by tomorrow then. This is really happening!,Woohoo! I'll finalize the hotel bookings by tomorrow then. This is really happening!
1675,Planning a trip to Goa,Arjun,Finally! All this planning is making me crave some Goan fish curry right now!,Finally! All this planning is making me crave some Goan fish curry right now!
1676,Planning a trip to Goa,Priya,"Haha, patience, Arjun! Just a few more weeks. It will be worth the wait.","Haha, patience, Arjun! Just a few more weeks. It will be worth the wait."
1677,Discussing a new Bollywood movie,Arjun,"Priya, te peli navi Bollywood movie joi, 'Masala Express'?","Priya, did you watch that new Bollywood movie, 'Masala Express'?"
1678,Discussing a new Bollywood movie,Priya,"Hey Arjun! Ha, I watched it last night. Just an average film, I felt. What about you?","Hey Arjun! Yes, I watched it last night. Just an average film, I felt. What about you?"
1679,Discussing a new Bollywood movie,Arjun,"Mane to thik thak laagi. Timepass mate chalshe. Story thodi predictable hati, pan entertainment hato.","I found it okay. It's fine for a timepass. The story was a bit predictable, but it was entertaining."
1680,Discussing a new Bollywood movie,Priya,"The plot was quite clichéd, typical Bollywood masala. Hero, heroine, villain, and a few songs.","The plot was quite clichéd, typical Bollywood masala. Hero, heroine, villain, and a few songs."
1681,Discussing a new Bollywood movie,Arjun,Pan lead actor ni acting sari hati ne? Action scenes pan decent hata.,"But the lead actor's acting was good, right? The action scenes were also decent."
1682,Discussing a new Bollywood movie,Priya,"Yes, the lead actor tried his best. But the heroine had very little to do, just a pretty face.","Yes, the lead actor tried his best. But the heroine had very little to do, just a pretty face."
1683,Discussing a new Bollywood movie,Arjun,"Ha, e to Bollywood ma common che. Heroine no role mostly limited j hoy che masala films ma.","Yes, that's common in Bollywood. The heroine's role is mostly limited in masala films."
1684,Discussing a new Bollywood movie,Priya,What I disliked was the screenplay. It was very disjointed in the first half. Second half thodo better hato.,What I disliked was the screenplay. It was very disjointed in the first half. The second half was a bit better.
1685,Discussing a new Bollywood movie,Arjun,Music kem lagyu tane? Mane ek-be gaana catchy lagya. Especially e item song.,How did you find the music? I found one or two songs catchy. Especially that item song.
1686,Discussing a new Bollywood movie,Priya,"The songs were okay, typical party numbers. But nothing memorable. Lyrics pan kai khas nahi.","The songs were okay, typical party numbers. But nothing memorable. The lyrics weren't anything special either."
1687,Discussing a new Bollywood movie,Arjun,Choreography sari hati pan e item song ni. Public ne e joiye che aajkal.,But the choreography of that item song was good. That's what the public wants these days.
1688,Discussing a new Bollywood movie,Priya,Maybe. Pan I prefer movies with a stronger storyline and character development. Aa to superficial lagyu.,Maybe. But I prefer movies with a stronger storyline and character development. This felt superficial.
1689,Discussing a new Bollywood movie,Arjun,Villain no role pan thodo weak hato. Comedy scenes thoda forced lagya.,The villain's role was also a bit weak. The comedy scenes felt a bit forced.
1690,Discussing a new Bollywood movie,Priya,Exactly! The comedian was trying too hard. Some jokes were just not funny. Direction pan average j hati.,Exactly! The comedian was trying too hard. Some jokes were just not funny. The direction was also just average.
1691,Discussing a new Bollywood movie,Arjun,Pan critical reviews to mixed aavya che. Kai log ne bau gami che.,But the critical reviews are mixed. Some people have liked it a lot.
1692,Discussing a new Bollywood movie,Priya,Audience reaction is often different from critics. Mass audience ne avij films game che for entertainment.,Audience reaction is often different from critics. The mass audience likes such films for entertainment.
1693,Discussing a new Bollywood movie,Arjun,Box office par kem karse e jovu padshe. Opening to saru malyu che because of the star cast.,We'll have to see how it does at the box office. It has gotten a good opening because of the star cast.
1694,Discussing a new Bollywood movie,Priya,Star power definitely helps initially. But long run ma content matters. Word of mouth will be crucial.,"Star power definitely helps initially. But in the long run, content matters. Word of mouth will be crucial."
1695,Discussing a new Bollywood movie,Arjun,Hu to recommend karish for a one-time watch. Jyare kai biju karvanu na hoy tyare.,I would recommend it for a one-time watch. When there's nothing else to do.
1696,Discussing a new Bollywood movie,Priya,"I wouldn't strongly recommend it. There are better movies out there, or even some good web series to watch.","I wouldn't strongly recommend it. There are better movies out there, or even some good web series to watch."
1697,Discussing a new Bollywood movie,Arjun,"Aa movie ni comparison peli action film sathe thati hati ne, je ગયા mahine aavi ti?","This movie was being compared to that action film, which came out last month, right?"
1698,Discussing a new Bollywood movie,Priya,"Yes, but that one had a much better script and execution. Aa to eni samne kachari laagi.","Yes, but that one had a much better script and execution. This one felt weak in comparison."
1699,Discussing a new Bollywood movie,Arjun,Dialogues kem lagya? Kai punchlines yaad reh gayi?,How did you find the dialogues? Any punchlines that stayed with you?
1700,Discussing a new Bollywood movie,Priya,Not really. Most dialogues were very generic. Nothing that stood out or made an impact.,Not really. Most dialogues were very generic. Nothing that stood out or made an impact.
1701,Discussing a new Bollywood movie,Arjun,"Supporting cast ma e senior actor hato, eni acting sari hati. B भले nano role hato.","That senior actor in the supporting cast, his acting was good. Even though it was a small role."
1702,Discussing a new Bollywood movie,Priya,"Oh yes, he was good. He always brings some depth to his characters. Pan eno potential waste thayo aa film ma.","Oh yes, he was good. He always brings some depth to his characters. But his potential was wasted in this film."
1703,Discussing a new Bollywood movie,Arjun,"Cinematography sari hati, locations pan exotic hata. Production value high lagti hati.","The cinematography was good, the locations were also exotic. The production value seemed high."
1704,Discussing a new Bollywood movie,Priya,"Visually, it was appealing. They spent a lot on making it look grand. Pan substance ni kami hati.","Visually, it was appealing. They spent a lot on making it look grand. But it lacked substance."
1705,Discussing a new Bollywood movie,Arjun,Bollywood ma have content-driven films pan bane che. Pan avij masala entertainers hamesha chalshe.,Content-driven films are also being made in Bollywood now. But such masala entertainers will always work.
1706,Discussing a new Bollywood movie,Priya,"True, there's an audience for every genre. But I hope filmmakers also focus on quality storytelling, not just formulas.","True, there's an audience for every genre. But I hope filmmakers also focus on quality storytelling, not just formulas."
1707,Discussing a new Bollywood movie,Arjun,"Aa movie no sequel pan announce thai gayo che, khabar che tane?","The sequel to this movie has also been announced, do you know?"
1708,Discussing a new Bollywood movie,Priya,Really? Already? They must be very confident about its success then. Or just want to cash in on the hype.,Really? Already? They must be very confident about its success then. Or just want to cash in on the hype.
1709,Discussing a new Bollywood movie,Arjun,Maybe. Pan first part j avo hato to sequel ma shu hashe? Same old story with new packaging.,"Maybe. But if the first part was like this, what will be in the sequel? Same old story with new packaging."
1710,Discussing a new Bollywood movie,Priya,"Let's hope they work harder on the script for the sequel. Otherwise, it will be another disappointment.","Let's hope they work harder on the script for the sequel. Otherwise, it will be another disappointment."
1711,Discussing a new Bollywood movie,Arjun,Have OTT par release thashe tyare fari thi jova malशे. Theatre ma to ek j var jovay.,"When it releases on OTT, we'll get to watch it again. In the theatre, it can be watched only once."
1712,Discussing a new Bollywood movie,Priya,"I doubt I'll watch it again, even on OTT. Unless I'm extremely bored and have nothing else.","I doubt I'll watch it again, even on OTT. Unless I'm extremely bored and have nothing else."
1713,Discussing a new Bollywood movie,Arjun,"Kaik scenes hata je genuinely funny hata, especially hero na friends sathe na.","There were some scenes that were genuinely funny, especially those with the hero's friends."
1714,Discussing a new Bollywood movie,Priya,"A few moments, yes. But overall, the comedy track felt forced and didn't blend well with the main plot.","A few moments, yes. But overall, the comedy track felt forced and didn't blend well with the main plot."
1715,Discussing a new Bollywood movie,Arjun,Film no climax pan thodo over-the-top hato. Logic to side par j muki didhu hatu.,The film's climax was also a bit over-the-top. Logic was completely set aside.
1716,Discussing a new Bollywood movie,Priya,"That's a staple of masala films, isn't it? Defying physics and logic. But that's what some people enjoy.","That's a staple of masala films, isn't it? Defying physics and logic. But that's what some people enjoy."
1717,Discussing a new Bollywood movie,Arjun,"Public ne hero ne superhuman jevo jovama maja aave che. E badha ne maare, badhu solve kari de.","The public enjoys seeing the hero as superhuman. He beats everyone up, solves everything."
