,topic,english,gujlish
3999,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4000,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4001,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4002,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4003,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4004,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4005,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4006,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4007,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4008,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4009,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4010,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4011,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4012,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4013,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4014,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4015,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4016,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4017,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4018,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4019,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4020,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4021,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4022,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4023,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4024,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4025,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4026,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4027,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4028,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4029,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4030,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4031,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4032,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4033,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4034,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4035,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4036,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4037,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4038,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4039,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4040,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4041,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4042,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4043,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4044,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4045,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4046,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4047,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4048,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4049,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4050,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4051,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4052,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4053,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4054,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4055,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4056,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4057,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4058,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4059,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4060,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4061,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4062,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4063,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4064,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4065,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4066,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4067,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4068,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4069,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4070,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4071,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4072,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4073,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4074,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4075,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4076,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4077,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4078,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4079,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4080,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4081,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4082,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4083,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4084,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4085,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4086,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4087,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4088,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4089,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4090,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4091,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4092,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4093,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4094,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4095,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4096,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4097,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4098,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4099,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4100,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4101,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4102,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4103,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4104,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4105,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4106,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4107,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4108,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4109,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4110,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4111,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4112,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4113,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4114,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4115,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4116,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4117,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4118,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4119,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4120,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4121,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4122,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4123,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4124,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4125,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4126,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4127,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4128,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4129,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4130,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4131,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4132,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4133,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4134,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4135,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4136,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4137,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4138,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4139,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4140,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4141,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4142,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4143,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4144,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4145,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4146,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4147,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4148,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4149,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4150,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4151,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4152,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4153,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4154,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4155,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4156,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4157,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4158,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4159,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4160,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4161,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4162,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4163,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4164,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4165,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4166,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4167,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4168,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4169,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4170,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4171,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4172,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4173,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4174,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4175,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4176,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4177,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4178,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4179,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4180,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4181,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4182,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4183,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4184,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4185,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4186,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4187,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4188,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4189,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4190,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4191,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4192,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4193,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4194,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4195,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4196,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4197,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4198,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4199,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4200,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4201,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4202,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4203,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4204,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4205,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4206,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4207,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4208,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4209,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4210,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4211,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4212,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4213,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4214,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4215,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4216,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4217,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4218,Discussing a friend's recent wedding,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4219,Discussing a friend's recent wedding,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4220,Discussing a friend's recent wedding,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4221,Discussing a friend's recent wedding,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4222,Discussing a friend's recent wedding,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4223,Discussing a friend's recent wedding,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4224,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4225,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4226,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4227,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
4228,Talking about changes in weather,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
4229,Talking about changes in weather,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
4230,Talking about changes in weather,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
4231,Talking about changes in weather,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
4232,Talking about changes in weather,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
4233,Talking about changes in weather,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
